id,establishedYear,title,city,description,houseType,bhkType,address,shared,bedAvailable,roomAvailable,availableFor,bookingType,area(sq-fit),bathroomCount,furnishingType,facilities,minRent(Rs),minRoomRent(Rs),minRoomAdvance(Rs),lat,long,available_from
274323,2010.0,Sona Apartment,newdelhi,"This spacious fully_furnished 3 BHK independent apartment for boys and girls is located at Kaushalya Park,New delhi and is close to the major commercial centres of the area.",Independent Apartment,3 BHK,hauz khas enclave,6,0,3,"boys,girls",bed,2000,3,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",10450,20900,41800,28.55014991760254,77.20477294921875,2023-10-07
34681,,"301, Suryaman House",pune,"Looking for a charming 3 BHK gated society apartment for boys at an affordable price in Pushpak Park, Pune? Then, this is right one for you.",Gated Society Apartment,3 BHK,aundh,2,0,1,boys,bed,1250,0,semi_furnished,['Security'],7800,17800,35600,18.555095672607425,73.80970764160156,2023-11-23
355306,2023.0,HNR Apartment-104,bengaluru,"Located at Sbm Colony, Bengaluru, this cosy 1 BHK independent apartment, which is priced at ₹10000 for full house with a security deposit of ₹60000.",Independent Apartment,1 BHK,mathikere,1,0,1,"boys,girls,family",house,500,1,semi_furnished,[],10000,10000,60000,13.036417007446287,77.55722045898438,2023-10-07
101892,,Sidhartha Sharma House Dwarka,newdelhi,"This beautiful 3 BHK semi_furnished, house is located in the heart of Beverly Park, New delhi. Priced at ₹36800 for full house.",Gated Society Apartment,3 BHK,sector 22 dwarka,6,0,3,family,house,1750,1,semi_furnished,"['Power Backup', 'Security']",7050,14100,28200,28.557098388671875,77.05889892578125,2023-10-09
360712,2023.0,Srinivas Nilayam Nest-204,bengaluru,"This cosy 1 BHK fully_furnished, house is located in the heart of Electronic City, Bengaluru. Priced at ₹20000 for full house.",Independent Apartment,1 BHK,electronic city,1,0,1,"boys,girls,family",house,650,1,fully_furnished,"['Fridge', 'Tv']",20000,20000,40000,12.855130195617676,77.67378997802734,2023-10-07
284647,2017.0,Sree Conarc Poomalai,chennai,"This charming semi_furnished 3 BHK independent house for family is located at Kandaswamy Nagar Extension,Chennai and is close to the major commercial centres of the area.",Independent House,3 BHK,palavakkam,3,0,3,family,house,1000,3,semi_furnished,[],9375,9375,37500,12.966334342956545,80.2549819946289,2023-10-07
15396,,Hi-View Plaza Flat 102,hyderabad,"This beautiful 2 BHK fully_furnished, house is located in the heart of Kphb Colony, Hyderabad. Priced at ₹5950 per bed.",Independent Apartment,2 BHK,kukatpally,1,1,0,boys,bed,900,1,fully_furnished,['Security'],5950,13450,26900,17.487634658813477,78.38379669189453,2023-10-22
127565,,INDEPENDENT HOUSE,hyderabad,"Looking for a quiet 3 BHK apartment for boys, girls, and family at an affordable price in Shaikpet, Hyderabad? Then, this is right one for you.",Apartment,3 BHK,Hyderabad,6,6,3,"boys,girls,family",house,1500,2,unfurnished,[],2500,5000,30000,17.402341842651367,78.39958953857422,2023-10-07
357891,2019.0,Pintu Agarwal Nest -301,bengaluru,"This spacious fully_furnished 1 BK independent apartment for boys is located at Someshwara Layout,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BK,hulimavu,2,0,1,boys,bed,120,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",8000,16000,32000,12.878775596618652,77.60103607177734,2023-10-07
359602,2020.0,KAMAL SAGAR CHS_531,mumbai,"Located at Friends Colony, Mumbai, this cosy 2 BHK gated society apartment, which is priced at ₹12500 per bed with a security deposit of ₹25000.",Gated Society Apartment,2 BHK,bhandup east,4,0,2,"boys,girls",bed,720,2,fully_furnished,"['Swimming Pool', 'AC', 'Power Backup', 'Security', 'Washing Machine', 'Fridge']",12500,25000,50000,19.15000343322754,72.94841003417969,2023-10-10
269944,2010.0,Subhash Nest 02,hyderabad,"This cosy STUDIO fully_furnished, house is located in the heart of Bikshapathi Nagar, Hyderabad. Priced at ₹10050 for full house.",Independent Apartment,STUDIO,kondapur,1,0,1,boys,house,300,1,fully_furnished,['Tv'],10450,10450,20900,17.470685958862305,78.36676025390625,2023-10-07
74385,,Subash Kumar Nest,chennai,"Looking for a spacious 3 BHK independent apartment for boys at an affordable price in Sholinganallur, Rajiv Gandhi Road (Old Mahabalipuram Road), Chennai? Then, this is right one for you.",Independent Apartment,3 BHK,sholinganallur,6,0,3,boys,house,1215,0,semi_furnished,[],3100,6200,18600,12.884723663330078,80.2129135131836,2023-10-07
268656,2012.0,HD Impression 308,pune,"This beautiful STUDIO fully_furnished, house is located in the heart of Rakshak Nagar, Pune. Priced at ₹7600 per bed.",Independent Apartment,STUDIO,kharadi,2,0,1,girls,bed,280,1,fully_furnished,['Washing Machine'],7600,15200,15200,18.550960540771484,73.9444580078125,2023-10-16
360473,2023.0,Albat Roses-304,bengaluru,"Looking for a quiet 1 BHK independent house for boys, girls, and family at an affordable price in Vijay Nagar, Bengaluru? Then, this is right one for you.",Independent House,1 BHK,whitefield,1,0,1,"boys,girls,family",house,680,1,fully_furnished,"['Washing Machine', 'Tv']",25000,25000,75000,12.97575855255127,77.75788879394531,2023-10-07
33737,,Sri Lakshmi Edimukkala,bengaluru,"Looking for a quiet 4 BHK gated society apartment for boys at an affordable price in Varthur, Bengaluru? Then, this is right one for you.",Gated Society Apartment,4 BHK,varthur,4,0,2,boys,bed,2000,0,fully_furnished,"['Power Backup', 'Security']",6250,12500,25000,12.939117431640623,77.7468490600586,2023-10-07
318015,2023.0,Robin Nest 03,gurugram,"This spacious fully_furnished 4 BHK independent apartment for boys is located at Block G,Gurugram and is close to the major commercial centres of the area.",Independent Apartment,4 BHK,sushant lok phase 3,3,0,3,boys,bed,4000,4,fully_furnished,"['AC', 'Security', 'Washing Machine', 'Fridge', 'Tv']",27000,27000,54000,28.424531936645508,77.08363342285156,2023-10-07
76377,,Thapar House,newdelhi,"Looking for a spacious 3 BHK gated society apartment for boys at an affordable price in Block C, New delhi? Then, this is right one for you.",Gated Society Apartment,3 BHK,malviya nagar,3,1,1,boys,bed,1800,0,fully_furnished,['Security'],8000,22000,44000,28.53713035583496,77.21195220947266,2023-10-07
261565,2020.0,Anurag house,indore,"Looking for a charming 2 BHK independent house for family at an affordable price in Bhawrasla, Indore? Then, this is right one for you.",Independent House,2 BHK,bhawrasla,2,0,2,family,house,1000,2,semi_furnished,[],10000,10000,40000,22.80092430114746,75.84516143798828,2023-10-07
125511,,"Raghavendra Prasad Nest, # 1066",bengaluru,"This spacious semi_furnished 5 BHK independent house for boys and girls is located at Banashankari Stage 2,Bengaluru and is close to the major commercial centres of the area.",Independent House,5 BHK,banashankari stage 2,10,0,5,"boys,girls",,2300,2,semi_furnished,[],5600,11200,33600,12.928326606750488,77.5633316040039,2023-10-09
235598,2020.0,Omkar Apartment_102,bengaluru,"Located at Mysore Lamps Layout, Bengaluru, this comfortable 1 BHK independent apartment, which is priced at ₹7350 for full house with a security deposit of ₹22050.",Independent Apartment,1 BHK,channanayakanapalya,1,0,1,"boys,girls,family",house,700,1,semi_furnished,[],7350,7350,22050,13.043830871582031,77.48975372314453,2023-10-07
342692,2023.0,Kavita nest,mumbai,"This comfortable 2 BHK unfurnished, house is located in the heart of Pant Nagar, Mumbai. Priced at ₹61100 for full house.",Independent Apartment,2 BHK,ghatkopar east,2,0,2,family,house,650,2,unfurnished,"['Power Backup', 'Security']",30550,30550,91650,19.086116790771484,72.9100341796875,2023-10-10
247636,2015.0,Santhosh Nest-005,bengaluru,"This cosy 2 BHK semi_furnished, house is located in the heart of Ananthnagar Phase 2, Bengaluru. Priced at ₹9000 for full house.",Independent House,2 BHK,kammasandra anekal taluka,2,0,2,"boys,girls,family",house,1300,1,semi_furnished,[],4750,4750,9500,12.83356475830078,77.6923828125,2023-10-07
349293,2015.0,Aparna Nest,pune,"Looking for a spacious 1 BHK independent house for girls at an affordable price in Shri Nagar, Pune? Then, this is right one for you.",Independent House,1 BHK,rahatani,1,0,1,girls,house,500,1,unfurnished,[],16000,16000,32000,18.607328414916992,73.78152465820312,2023-10-10
1971,,102-Suyogg serenity Apartment,bengaluru,"This spacious fully_furnished 2 BHK independent apartment for boys is located at Ak Colony,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,mathikere extension,1,1,0,boys,bed,1200,1,fully_furnished,[],6420,12770,25540,13.031006813049316,77.56285858154297,2023-10-06
2107,,2-Balaji Nest,bengaluru,"This charming fully_furnished 2 BHK independent house for boys is located at Hmt Layout,Bengaluru and is close to the major commercial centres of the area.",Independent House,2 BHK,yeswanthpur,2,0,1,boys,bed,1200,1,fully_furnished,[],6100,12800,25600,13.024924278259276,77.55819702148438,2023-10-07
259589,2001.0,Padmani Nest,mumbai,"Looking for a quiet 4 BHK gated society apartment for boys at an affordable price in Postal Colony, Chembur, Mumbai, Maharashtra, India, Mumbai? Then, this is right one for you.",Gated Society Apartment,4 BHK,chembur,1,1,0,boys,house,1400,2,fully_furnished,['Security'],11000,21500,64500,19.0491943359375,72.90481567382812,2023-11-08
241949,2012.0,Dushyant House_2 BHK,indore,"Looking for a quiet 2 BHK independent house for boys, girls, and family at an affordable price in Gouri Nagar, Indore? Then, this is right one for you.",Independent House,2 BHK,sukhlia,2,0,2,"boys,girls,family",house,750,1,unfurnished,[],3750,3750,7500,22.76049423217773,75.85910034179688,2023-10-07
360816,2019.0,Adarshmay Apartment_4,pune,"This beautiful STUDIO fully_furnished, house is located in the heart of Lohegaon, Pune. Priced at ₹8000 for full house.",Independent Apartment,STUDIO,lohegaon,1,0,1,"boys,girls",house,350,1,fully_furnished,[],8000,8000,8000,18.616270065307617,73.91485595703125,2023-10-07
251928,2020.0,Kapoor Nest,newdelhi,"This beautiful 2 BHK semi_furnished, house is located in the heart of Prem Nagar, New delhi. Priced at ₹28000 for full house.",Independent House,2 BHK,janakpuri,2,0,2,"boys,girls,family",house,1200,3,semi_furnished,[],15000,15000,60000,28.63570022583008,77.09529876708984,2023-10-07
359713,2022.0,M3M Skywalk_505,gurugram,"Looking for a charming 4 BHK gated society apartment for boys and girls at an affordable price in Sector 74, Gurugram? Then, this is right one for you.",Gated Society Apartment,4 BHK,sector 74,4,0,4,"boys,girls",bed,2074,4,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Washing Machine', 'Fridge']",15000,15000,30000,28.403114318847656,77.00863647460938,2023-10-07
360687,2015.0,Konark Krish,pune,"This spacious fully_furnished 3 BHK gated society apartment for boys, girls, and family is located at Keshav Nagar,Pune and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,mundhwa,3,0,3,"boys,girls,family",house,1300,2,fully_furnished,"['Security', 'Washing Machine', 'Fridge', 'Tv']",10000,10000,120000,18.534059524536133,73.94538116455078,2023-10-10
353836,2020.0,HelloWorld HRBR,bengaluru,"This cosy STUDIO fully_furnished, house is located in the heart of Block 5 Stage 1, Bengaluru. Priced at ₹11000 per bed.",Independent Apartment,STUDIO,hbr layout,2,0,1,"boys,girls",bed,350,1,fully_furnished,"['AC', 'Power Backup', 'Washing Machine', 'Fridge', 'Tv']",11000,22000,22000,13.032940864562988,77.62684631347656,2023-10-07
10002,,1BHK(202) IN SPR'S SREE NILAYAM,hyderabad,"Located at Matrusri Nagar, Hyderabad, this beautiful 1 BHK independent house, which is priced at ₹16000 for full house with a security deposit of ₹16000.",Independent House,1 BHK,miyapur,2,0,1,family,house,1000,0,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",11600,23200,23200,17.49207878112793,78.36737823486328,2023-10-07
359239,2023.0,Lite House ,gurugram,"This charming semi_furnished 2 BHK independent apartment for boys, girls, and family is located at Sector 62,Gurugram and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,sector 62,2,0,2,"boys,girls,family",house,1460,2,semi_furnished,['Security'],32500,32500,130000,28.40306854248047,77.08274841308594,2023-10-07
360489,2019.0,Adarshmay Apartment_101,pune,"Looking for a spacious 1 BHK independent apartment for boys and girls at an affordable price in Lohegaon, Pune? Then, this is right one for you.",Independent Apartment,1 BHK,lohegaon,1,0,1,"boys,girls",house,500,1,semi_furnished,[],16000,16000,16000,18.616270065307617,73.91485595703125,2023-10-07
280482,2012.0,Logix Blossom county_Tower No - J 1,noida,"Located at Logix Blossom County, Noida, this beautiful 2 BHK gated society apartment, which is priced at ₹24000 for full house with a security deposit of ₹24000.",Gated Society Apartment,2 BHK,sector 137,2,0,2,family,house,990,2,semi_furnished,"['Swimming Pool', 'Power Backup', 'Security']",10500,10500,10500,28.50981712341309,77.41214752197266,2023-10-27
70466,,Vijayandran Nest,bengaluru,"Located at Doddathoguru, Bengaluru, this comfortable 1 BHK independent house, which is priced at ₹20000 for full house with a security deposit of ₹70000.",Independent House,1 BHK,doddathoguru,2,0,1,family,house,500,1,semi_furnished,[],5750,11500,40250,12.847552299499512,77.64778900146484,2023-10-07
344753,2020.0,HelloWorld Spice,bengaluru,"Looking for a quiet STUDIO independent house for boys and girls at an affordable price in Marathahalli, Bengaluru? Then, this is right one for you.",Independent House,STUDIO,marathahalli,2,0,1,"boys,girls",bed,300,1,fully_furnished,"['Power Backup', 'Washing Machine', 'Fridge', 'Tv']",10000,20000,20000,12.957113265991213,77.71051788330078,2023-10-07
291891,2022.0,Ayesha Nest 403,bengaluru,"This spacious semi_furnished 1 BHK independent apartment for boys is located at Rayasandra,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,rayasandra,1,0,1,boys,house,650,1,semi_furnished,[],9250,9250,27750,12.87260913848877,77.67255401611328,2023-11-19
360552,2023.0,Madhu bhavan Nest_402,bengaluru,"This beautiful 1 BHK semi_furnished, house is located in the heart of Gulimangala, Bengaluru. Priced at ₹11000 for full house.",Independent Apartment,1 BHK,gulimangala,1,0,1,"boys,girls,family",house,500,1,semi_furnished,[],11000,11000,55000,12.847005844116213,77.68448638916016,2023-10-07
21071,,602 Cosmos Prime,pune,"This quiet fully_furnished 4 BHK gated society apartment for boys is located at Erica Row Houses,Pune and is close to the major commercial centres of the area.",Gated Society Apartment,4 BHK,magarpatta,1,1,0,boys,bed,2300,1,fully_furnished,['Security'],7750,15200,30400,18.51088523864746,73.93026733398438,2023-10-14
344850,2017.0,Aqura Paradise,pune,"Located at Model Colony, Pune, this beautiful 2 BHK independent apartment, which is priced at ₹10000 per bed with a security deposit of ₹20000.",Independent Apartment,2 BHK,wadar wadi,1,1,0,boys,bed,1000,2,semi_furnished,"['Security', 'Washing Machine', 'Fridge']",10000,20000,40000,18.52743148803711,73.8346939086914,2023-10-09
45434,,Pandey House 75,noida,"Located at Gardenia Gateway, Noida, this comfortable 3 BHK gated society apartment, which is priced at ₹23000 for full house with a security deposit of ₹23000.",Gated Society Apartment,3 BHK,sector 75,6,0,3,boys,house,1800,1,semi_furnished,"['Security', 'Washing Machine', 'Fridge']",4400,8800,8800,28.572111129760746,77.38475036621094,2023-12-02
31680,,Abha Nest 135,noida,"This beautiful 4 BHK semi_furnished, house is located in the heart of Ridge Residency, Noida. Priced at ₹7750 per bed.",Gated Society Apartment,4 BHK,sector 135,2,0,1,girls,bed,1800,1,semi_furnished,['Security'],7750,7500,7500,28.495643615722656,77.40105438232422,2023-11-07
360637,2020.0,RS  COMFORT NEST-003,bengaluru,"Looking for a charming 1 BHK independent apartment for boys, girls, and family at an affordable price in Lakshmisagar Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,mahadevapura,1,0,1,"boys,girls,family",house,450,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",25000,25000,75000,12.993149757385254,77.69349670410156,2023-10-07
360832,2019.0,Adarshmay Apartment_18,pune,"This cosy STUDIO fully_furnished, house is located in the heart of Lohegaon, Pune. Priced at ₹8000 for full house.",Independent Apartment,STUDIO,lohegaon,1,0,1,"boys,girls",house,350,1,fully_furnished,[],8000,8000,8000,18.616270065307617,73.91485595703125,2023-10-07
13702,,3-BHK(108) IN SKY CITY,hyderabad,"Located at Bk Enclave, Hyderabad, this cosy 3 BHK independent apartment, which is priced at ₹5000 per bed with a security deposit of ₹10000.",Independent Apartment,3 BHK,miyapur,2,0,1,boys,bed,1400,1,fully_furnished,[],5000,11000,22000,17.51494789123535,78.35700988769531,2023-10-07
360436,2020.0,Sri Sai residency Nest-201,bengaluru,"This cosy 1 BHK semi_furnished, house is located in the heart of Krishna Layout, Bengaluru. Priced at ₹16000 for full house.",Independent Apartment,1 BHK,hulimavu,1,0,1,"boys,girls,family",house,450,1,semi_furnished,[],16000,16000,48000,12.876166343688965,77.60708618164062,2023-10-07
5045,,Rajatha Greens Apartment B-502,bengaluru,"Looking for a quiet 3 BHK gated society apartment for girls at an affordable price in Block 5 Stage 1, Bengaluru? Then, this is right one for you.",Gated Society Apartment,3 BHK,hbr layout,4,0,2,girls,bed,1000,1,fully_furnished,['Security'],6000,14605,36513,13.035944938659668,77.62370300292969,2023-10-07
355542,2015.0,Goyal villa,indore,"Located at Nanda Nagar, Indore, this beautiful 1 BHK independent house, which is priced at ₹9000 for full house with a security deposit of ₹9000.",Independent House,1 BHK,nanda nagar,1,0,1,"boys,girls,family",house,500,1,semi_furnished,[],9000,9000,9000,22.74092102050781,75.87892150878906,2023-10-07
30232,,1BH  Sanjay Nest,hyderabad,"This cosy 1 BH semi_furnished, house is located in the heart of Sri Ram Nagar, Hyderabad. Priced at ₹15400 for full house.",Gated Society Apartment,1 BH,kondapur,2,0,1,boys,house,250,0,semi_furnished,['Security'],11350,22700,45400,17.459064483642578,78.3487548828125,2023-10-21
1908,,B802-Rajatha Greens,bengaluru,"This beautiful 3 BHK fully_furnished, house is located in the heart of Block 5 Stage 1, Bengaluru. Priced at ₹6100 per bed.",Independent Apartment,3 BHK,hbr layout,2,2,0,boys,bed,1300,0,fully_furnished,[],6100,12100,24200,13.035980224609377,77.62364959716797,2023-10-06
17135,,4BHK (401) In SINDHU NEST,hyderabad,"This quiet fully_furnished 4 BHK independent apartment for boys is located at Swamy Ayyapp Housing Society,Hyderabad and is close to the major commercial centres of the area.",Independent Apartment,4 BHK,madhapur,2,0,1,boys,bed,1200,0,fully_furnished,[],4250,14000,28000,17.4527530670166,78.39412689208984,2023-10-17
360819,2019.0,Adarshmay Apartment_1,pune,"This spacious semi_furnished STUDIO independent apartment for boys and girls is located at Lohegaon,Pune and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,lohegaon,1,0,1,"boys,girls",house,350,1,semi_furnished,[],8000,8000,8000,18.616270065307617,73.91485595703125,2023-10-07
360721,2023.0,Srinivas Nilayam Nest-501,bengaluru,"Looking for a charming 1 BHK independent apartment for boys, girls, and family at an affordable price in Electronic City, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,electronic city,1,0,1,"boys,girls,family",house,650,1,fully_furnished,"['Fridge', 'Tv']",20000,20000,40000,12.855130195617676,77.67378997802734,2023-10-07
357888,2019.0,Pintu Agarwal Nest -205,bengaluru,"This beautiful 1 BK fully_furnished, house is located in the heart of Someshwara Layout, Bengaluru. Priced at ₹11500 for full house.",Independent Apartment,1 BK,hulimavu,1,0,1,boys,house,120,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",11500,11500,23000,12.878775596618652,77.60103607177734,2023-10-07
269831,2010.0,Kothi Nest,noida,"This quiet semi_furnished 3 BHK independent apartment for boys is located at Block B,Noida and is close to the major commercial centres of the area.",Independent Apartment,3 BHK,sector 71,2,2,0,boys,bed,2000,3,semi_furnished,[],6150,12150,24300,28.596851348876957,77.3750228881836,2023-10-06
4813,,401  Navaneeth,hyderabad,"Looking for a charming 2 BHK independent apartment for boys at an affordable price in Kamalapuri Colony, Hyderabad? Then, this is right one for you.",Independent Apartment,2 BHK,banjara hills,1,1,0,boys,bed,1300,0,fully_furnished,['Security'],5500,10850,21700,17.430524826049805,78.42889404296875,2023-11-15
241297,2010.0,Anubhaw Nest,noida,"Looking for a charming 3 BHK independent house for family at an affordable price in Block D, Noida? Then, this is right one for you.",Independent House,3 BHK,sector 61,3,0,3,family,house,1800,3,fully_furnished,"['AC', 'Washing Machine', 'Fridge', 'Tv']",11816,11816,23632,28.600221633911133,77.37098693847656,2023-10-07
11809,2017.0,gunjan woodstock,gurugram,"Looking for a charming 3 BHK independent apartment for girls at an affordable price in Nirvana Court Yard, Nirvana, Gurugram, Haryana, India, Gurugram? Then, this is right one for you.",Independent Apartment,3 BHK,nirvana,2,0,1,girls,bed,1500,2,fully_furnished,"['AC', 'Power Backup', 'Fridge']",5500,12800,25600,28.41067695617676,77.0594482421875,2023-11-19
319606,2020.0,Gera World Of Joy _ Row House No.C-8,pune,"Located at Ubale Nagar, Pune, this cosy 3 BHK gated society villa, which is priced at ₹62000 for full house with a security deposit of ₹124000.",Gated Society Villa,3 BHK,wagholi,3,0,3,"boys,girls,family",house,1200,2,semi_furnished,"['Gym', 'AC', 'Power Backup', 'Security']",21000,21000,42000,18.564144134521484,73.96328735351562,2023-10-10
269329,2016.0,Vittala villa,bengaluru,"Looking for a charming 2 BHK independent house for boys, girls, and family at an affordable price in Sk Garden, Bengaluru? Then, this is right one for you.",Independent House,2 BHK,benson town,2,0,2,"boys,girls,family",house,750,2,semi_furnished,[],5750,5750,11500,13.005301475524902,77.60668182373047,2023-10-07
16974,,Raj Nest Delhi,newdelhi,"Located at Pocket B, New delhi, this beautiful 4 BHK independent house, which is priced at ₹5600 per bed with a security deposit of ₹11200.",Independent House,4 BHK,sarita vihar,1,1,0,girls,bed,1700,2,fully_furnished,[],5600,10600,21200,28.53132057189941,77.2884521484375,2023-10-17
360225,2009.0,Mahalaxmi Complex_10,pune,"Looking for a spacious 2 BHK gated society apartment for family at an affordable price in Park Street, Pune? Then, this is right one for you.",Gated Society Apartment,2 BHK,wakad,2,0,2,family,house,990,2,unfurnished,"['Power Backup', 'Security']",11250,11250,22500,18.598464965820312,73.77462768554688,2023-10-10
35379,,MADHIRAJU SUBBARAJU Atlantis 16,bengaluru,"This spacious fully_furnished 1 BK independent house for boys and girls is located at Vaiyalikaval Village,Bengaluru and is close to the major commercial centres of the area.",Independent House,1 BK,nagavara,2,0,1,"boys,girls",bed,666,1,fully_furnished,[],8700,17400,34800,13.039753913879396,77.61943817138672,2023-10-07
6167,,Studio 02 Sneha Sabha Bhavan,bengaluru,"This quiet semi_furnished  independent house for girls is located at Dos Colony,Bengaluru and is close to the major commercial centres of the area.",Independent House,,jivan bima nagar,1,1,0,girls,bed,1000,0,semi_furnished,[],7600,16950,42375,12.966103553771973,77.65847778320312,2023-10-06
33486,,401 D MEGAPOLIS SANGRIA,pune,"Located at Rajiv Gandhi Infotech Park, Pune, this beautiful 3 BHK gated society apartment, which is priced at ₹6500 per bed with a security deposit of ₹13000.",Gated Society Apartment,3 BHK,hinjawadi,2,0,1,boys,bed,1000,1,semi_furnished,['Security'],6500,20150,40300,18.57400894165039,73.68082427978516,2023-10-20
356665,2015.0,Velu Nest-202,bengaluru,"Looking for a charming 1 BHK independent apartment for boys and girls at an affordable price in Satya Nagar, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,baiyappanahalli,1,0,1,"boys,girls",house,250,1,semi_furnished,[],8500,8500,25500,13.000332832336426,77.63955688476562,2023-10-07
360324,2015.0,Matoshree_06,pune,"This beautiful STUDIO semi_furnished, house is located in the heart of Mayureshwar Colony, Pune. Priced at ₹8000 for full house.",Independent Apartment,STUDIO,mundhwa,1,0,1,"boys,girls,family",house,200,1,semi_furnished,[],8000,8000,16000,18.53435707092285,73.93816375732422,2023-10-10
25502,,Pankaj Nikam's Nest,mumbai,"Located at Taximens Colony, Mumbai, this comfortable 2 BHK independent apartment, which is priced at ₹14810 per bed with a security deposit of ₹44430.",Independent Apartment,2 BHK,kurla west,4,1,1,boys,bed,850,2,semi_furnished,[],14810,31200,93600,19.068750381469727,72.87506103515625,2023-10-10
65477,,Yogesh Nest FF2,bengaluru,"Looking for a quiet 3 BHK independent apartment for boys at an affordable price in Msr North City, Bengaluru? Then, this is right one for you.",Independent Apartment,3 BHK,thanisandra,2,0,1,boys,bed,1500,2,semi_furnished,[],4625,7900,7900,13.044652938842772,77.62403869628906,2023-11-11
35750,,BABU NEST 005,bengaluru,"Located at Chalekere, Hennuru, Bengaluru, Karnataka, India, Bengaluru, this comfortable 2 BHK gated society apartment, which is priced at ₹6250 per bed with a security deposit of ₹12500.",Gated Society Apartment,2 BHK,hennuru,1,1,0,boys,bed,1300,0,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",6250,13000,26000,13.03529167175293,77.64410400390625,2023-10-06
277162,2011.0,Ramesh nest,chennai,"Located at Sri Sai Nagar, Chennai, this cosy 2 BHK independent apartment, which is priced at ₹12400 for full house with a security deposit of ₹24800.",Independent Apartment,2 BHK,thuraipakkam,2,0,2,family,house,900,2,unfurnished,[],6200,6200,12400,12.953240394592283,80.23532104492188,2023-10-07
319008,2020.0,"Skyline Sterling Apartment, C-205 Basheerbagh, Hyderabad.",hyderabad,"This beautiful 3 BHK fully_furnished, house is located in the heart of Basheer Bagh, Hyderabad. Priced at ₹7000 per bed.",Gated Society Apartment,3 BHK,basheer bagh,3,3,0,boys,bed,2800,3,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Fridge']",7000,14000,28000,17.402795791625977,78.47769927978516,2023-10-06
30829,,Venkata Iyer's Nest,mumbai,"Looking for a charming 3 BHK independent apartment for boys at an affordable price in Subhash Nagar, Mumbai? Then, this is right one for you.",Independent Apartment,3 BHK,bhandup west,3,3,1,boys,bed,1200,1,fully_furnished,[],13000,26000,52000,19.156862258911133,72.93993377685547,2023-10-09
360055,2018.0,Sai Nilay-301,bengaluru,"This charming semi_furnished 1 BHK independent apartment for boys, girls, and family is located at Varthur,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,varthur,1,0,1,"boys,girls,family",house,680,1,semi_furnished,[],10000,10000,40000,12.94344425201416,77.75150299072266,2023-10-07
360323,2015.0,Matoshree_05,pune,"This quiet semi_furnished STUDIO independent apartment for boys, girls, and family is located at Mayureshwar Colony,Pune and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,mundhwa,1,0,1,"boys,girls,family",house,200,1,semi_furnished,[],8000,8000,16000,18.53435707092285,73.93816375732422,2023-10-10
360815,2019.0,Adarshmay Apartment_5,pune,"This quiet fully_furnished STUDIO independent apartment for boys and girls is located at Lohegaon,Pune and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,lohegaon,1,0,1,"boys,girls",house,350,1,fully_furnished,[],8000,8000,8000,18.616270065307617,73.91485595703125,2023-10-07
125045,,"Varun Narayan Nest, # 203",bengaluru,"Looking for a quiet 1 BHK independent house for family at an affordable price in Vijay Layout, Bengaluru? Then, this is right one for you.",Independent House,1 BHK,arakere,2,0,1,family,house,600,0,fully_furnished,[],6100,12200,24400,12.888877868652344,77.60507202148438,2023-10-29
188289,2005.0,Godrej Infinity Keshav Nagar Mundhwa,pune,"Looking for a spacious 2 BHK independent house for boys, girls, and family at an affordable price in Mundhwa Amanora Park Town Road, Pune, Maharashtra 411028, Pune? Then, this is right one for you.",Independent House,2 BHK,mundhwa,2,0,2,"boys,girls,family",house,1000,2,semi_furnished,[],14600,14600,29200,18.54110145568848,73.94657135009766,2023-10-10
32558,2017.0,508 - Olive,bengaluru,"Located at Syndicate Bank Colony, Bengaluru, this comfortable STUDIO independent house, which is priced at ₹6200 for full house with a security deposit of ₹12400.",Independent House,STUDIO,arakere,1,0,1,boys,house,150,0,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",14950,14950,29900,12.883981704711914,77.59585571289062,2023-10-07
